# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    327     59      -    100     34      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    729    713 
    1    312     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    653    685 
    0    325     59      -     99     52      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2536   2740 
    1    311     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2532   2252 
    0    325     60      -    100     31      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    755    672 
    1    312     72      -    100     36      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    649    707 
    0    330     60      -     99     45      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    749    715 
    1    316     73      -    100     29      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    647    720 
    0    329     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2372   2163 
    1    317     72      -     99     46      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    704    756 
    0    330     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    767    672 
    1    316     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    646    706 
    0    324     60      -    100     19      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    735    670 
    1    309     72      -     99     47      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    655    658 
    0    329     59      -     99     62      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    746    666 
    1    314     72      -     99     58      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    694    708 
    0    327     60      -    100     34      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    775    714 
    1    313     72      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    682    678 
    0    328     59      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2729   1329 
    1    316     72      -    100     42      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   1810   2632 
    0    331     60      -    100     29      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    759    705 
    1    317     72      -    100     46      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    687    666 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    329     60      -     99     67      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    742    690 
    1    316     73      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    658    684 
    0    329     60      -     99     51      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2010    700 
    1    316     73      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    743    679 
    0    328     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    774    631 
    1    314     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    623    662 
    0    331     60      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    828    605 
    1    316     72      -     99     54      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    645    736 
    0    328     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    756    797 
    1    314     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    941   2000 
    0    327     60      -     99     56      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    689    783 
    1    313     73      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    630    701 
    0    327     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    669   2754 
    1    313     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2349   2591 
    0    330     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2636   2899 
    1    316     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2678   2981 
    0    328     60      -     99     77      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    765    712 
    1    314     72      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    657   1237 
    0    328     60      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2618   2830 
    1    314     72      -     99     45      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2428    752 
    0    331     60      -     99     38      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    742    707 
    1    316     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    648   1077 
    0    327     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    705    642 
    1    313     72      -     99     62      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    591    709 
    0    328     60      -    100     23      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    740    713 
    1    315     72      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    659    701 
    0    330     60      -     99     59      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    731    604 
    1    315     72      -     99     56      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    633    703 
    0    328     60      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    748    708 
    1    314     73      -    100     21      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    650    657 
    0    326     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2542   2722 
    1    312     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2703   1740 
    0    328     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    778    682 
    1    314     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    701    727 
    0    327     60      -     98     69      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    689    694 
    1    312     72      -     99     68      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    632    708 
    0    331     60      -     99     80      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    758    706 
    1    316     72      -     99     78      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    688    700 
    0    332     61      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    731    659 
    1    316     72      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    607    658 
    0    328     61      -     99     47      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    747    665 
    1    313     73      -     99     45      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    643    665 
    0    327     61      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    766    679 
    1    312     72      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    692    656 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    330     61      -     99     48      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2414   2607 
    1    315     72      -     99     46      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2402   2895 
    0    327     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   1024    650 
    1    312     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    595    714 
    0    328     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    728    683 
    1    314     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    650    714 
    0    332     61      -     99     45      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    720    672 
    1    317     73      -     99     43      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    682    664 
    0    331     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2396    703 
    1    316     73      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    622    665 
    0    328     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    863    714 
    1    313     72      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    695    700 
    0    333     61      -     99     55      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2503   2703 
    1    318     72      -     99     53      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2499   1742 
    0    329     61      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2557   2693 
    1    315     72      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2492   2829 
    0    327     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    773    721 
    1    312     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    657   2538 
    0    331     61      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    774    674 
    1    316     73      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    690    700 
    0    335     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    772    678 
    1    319     73      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    648    706 
    0    327     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    769    718 
    1    311     72      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    650    707 
    0    333     61      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2432   2665 
    1    318     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   1355    742 
    0    330     61      -     99     83      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    754    730 
    1    315     73      -     99     83      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    711    729 
    0    347     61      -     99     86      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    511    420 
    1    331     72      -     99     86      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    435    414 
    0    350     61      -     96     87      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0      0      0 
    1    334     73      -     97     88      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0      0      0 
