# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    1    336     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    365     55      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    365     56      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    364     56      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    363     56      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    345     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    364     56      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    364     56      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    364     57      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    367     57      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    367     57      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    366     57      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    346     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    367     57      -    100     96      0      0      0      0   9501   1965  23289      4      0 
